Date,SMA_10,SMA_15,SMA_20,SMA_50,SMA_100,SMA_200,EMA_10,EMA_12,EMA_14,EMA_26,EMA_30,EMA_50,EMA_100,ADX_14,ADX_14_neg,ADX_14_pos,ADX_20,ADX_20_neg,ADX_20_pos,ADX_25,ADX_25_neg,ADX_25_pos,ADX_30,ADX_30_neg,ADX_30_pos,ATR_14,ATR_20,ATR_28,RSI_7,RSI_14,RSI_21,Stoch_14,Stoch_14_signal,Stoch_21,Stoch_21_signal,Stoch_28,Stoch_28_signal,CMF_14,CMF_20,CMF_28,VROC_7,VROC_14,VROC_21,VROC_28,target
2014-03-14,1.0209800394952588,1.0275446210512238,1.0268299738684488,0.9876783613323142,0.9168054698433298,0.84358801616123,1.0170358250356129,1.018024438307992,1.0183221159139701,1.0117890568608092,1.0079320157659994,0.985215598150258,0.9343470815153361,23.60182154822176,32.10282254768074,27.458866746096845,29.163506805547804,29.371147387010442,31.10274586533025,31.680093163937592,27.8286509960769,32.81152006100511,32.340737463383,26.703910569235056,33.89823503096473,0.01463330291233743,0.014533354681037648,0.014168944547368478,30.01000927140251,45.31119639022602,51.151878083782066,9.424100500304577,13.751163591224953,9.424100500304577,21.52897043725977,50.64196818728471,57.013762291647375,-0.05068096093083645,-0.08552147662569465,0.08944931690762738,1.5246310686533113,0.5525208241999122,1.6773266802751947,0.860708280790248,0.9188337612259012
2014-03-17,1.0101668915543531,1.016014141200138,1.016342926804702,0.9809104483918939,0.9106706920694241,0.8369499053272044,1.0063622133638503,1.0074086276169094,1.0078438690775455,1.002386148638999,0.9988354316234956,0.9771770727289479,0.9273086615336193,21.980865961036564,29.889205848086007,30.437237396537693,28.121725918382623,27.945331174291315,33.02267946367863,30.90893900869212,26.732719608314774,34.30175026191025,31.772141637622855,25.812337398604964,35.125362383029135,0.01446153184786664,0.014379007379051243,0.01403710430748208,41.73759220228804,49.32741699657582,53.4658349360346,25.130868093350244,13.239290221941047,25.130868093350244,13.23929022194101,59.20114495301013,53.35234332627712,0.015487173244888372,-0.002208427359742035,0.07917596702619523,0.037999066075181,-0.41310231023102306,-0.15636415389724367,0.5324887969665633,0.40970658090255796
2014-03-18,1.0032945679677954,1.010236287170864,1.0106997447490693,0.9791174518628659,0.9091129159645864,0.8346622571755167,1.0018457404248695,1.0027906572540968,1.0032339796718435,0.9984222814518806,0.9950979102687352,0.9742412283058532,0.9250392771998971,20.541368716443365,28.442870486193357,29.502048285221587,27.161079161240345,27.00052455888607,32.28186896462628,30.186458774387003,26.0022819845908,33.668095489700654,31.234624785416834,25.215944697825286,34.57051436783021,0.014053835612402258,0.014080363703519878,0.013820580234140623,46.44844636852524,51.06881395706556,54.48457527446216,32.19884360738573,22.2512707336802,32.19884360738573,22.251270733680162,63.052736405043454,57.631949848446084,0.047964900788094,-0.0008069277560301448,0.07767489180189652,0.24141472495025362,-0.40255166661518027,-0.6801402487430537,-0.1354106129017837,-0.6347259793977544
2014-03-19,1.0071330719574323,1.0146108958506614,1.0171330847214384,0.9874585552723235,0.9169977183758986,0.841078327309496,1.0067461835953178,1.0077814746975486,1.0083567835465903,1.0044444519857083,1.001360569170466,0.9812305895362284,0.9323156090160674,19.261312599291987,28.261256434136232,26.81786236821342,26.087328464903198,26.965093388544897,30.216474649284393,29.386099199164175,26.025319371430918,31.92299091507361,30.63830181493808,25.269966620670004,33.0531488633698,0.014447861283517972,0.014381948199990177,0.01406937342265728,40.50479303658154,48.288812758970124,52.603590430397084,21.204126264492356,26.177945988409462,21.204126264492356,26.177945988409423,50.16553509963053,57.47313881922802,0.013550801744890569,0.05623324876420528,0.03144027087799292,-0.015336741498110706,-0.4051029543419875,-0.8229652324497136,-0.6078836337886879,-1.3688236135040444
2014-03-20,1.0180416537892445,1.0250629871141073,1.0298843743761044,1.0031179883244967,0.9317085797102336,0.8537995576833417,1.0169511013667316,1.0184187992705451,1.0193708363055638,1.0170225345097161,1.014273290815745,0.9950503352294823,0.9463385452765909,18.662317783180036,30.771317961116253,24.734812480554513,24.803979395887186,28.804239375562375,28.563097447722807,28.41385200271126,27.557611108991324,30.50725967964332,29.914678432135165,26.59608881573275,31.81166806763207,0.014747561033876224,0.014654317772998735,0.014327930772251859,30.687591244213408,42.89962583031792,48.81198332445737,3.9772505602829806,19.12674014405371,3.4567724482991173,18.953247440059048,20.366583587646296,44.52828503077341,0.09551616334334999,-0.040177082480927676,-0.0012519915598448767,0.10653193792854565,-0.5895204690888645,-0.5835551692290977,-0.1359409344530237,-1.0948328468442292
2014-03-21,1.024945432105168,1.0326473380740098,1.0393592248230572,1.0159744404575353,0.943799509287426,0.8642906227198947,1.0230794880447762,1.02512417581617,1.026567478957005,1.0261856361476986,1.0238555969512797,1.0058272203062513,0.957669227018404,18.59180290816443,32.41023134517492,22.67402814488591,23.844489163708197,30.07865078668599,26.880845146938853,27.304873415827245,28.651392284721165,29.04917266920443,29.087445873226542,27.562050790571472,30.523056259719457,0.015104156554359054,0.014956590781992794,0.014598360338034824,25.090609983767067,39.184369293107885,46.061853520048096,0.0,8.393792274925131,0.0,8.220299570930472,0.0,23.51070622909226,-0.10177926588832123,-0.09302725079066144,-0.06623682852170672,0.8841379310344828,0.8166751918158568,-0.21537611841378546,1.1908580593424216,-0.35858987281724986
2014-03-24,1.0243623782151479,1.0332446619655542,1.0398607423600257,1.0210514812228972,0.9488311704280322,0.8683727137706274,1.0218956502166772,1.024380566240533,1.026226974602023,1.02766544146755,1.0257634617681464,1.0090765246095588,0.9618856768765038,18.972791040511783,34.14373228770954,20.95984947326342,23.178590045628674,31.429795784814118,25.443069728043877,26.353086838133375,29.80994905958657,27.788135912348782,28.16477791218458,28.58401711350226,29.40008951339116,0.015226933533915762,0.015065715517298024,0.014703236173494122,23.472645220027488,38.03522347401843,45.19572453308915,7.962539107378006,3.9799298892203474,6.551059588630297,3.335944012309786,6.551059588630297,8.972547725425512,-0.13602661318953602,-0.13107154722494366,-0.08881011860331195,-0.3545713181834147,-0.117556665386093,0.26027021466291744,0.11994149195514381,1.2048199962479744
2014-03-25,1.0090290545696332,1.01753245785599,1.025077296571007,1.0101948008059225,0.9392949857963275,0.8590576645041005,1.0079610879736092,1.0103108519522486,1.0121419823232989,1.0142882609756403,1.012677663184201,0.9971788507062441,0.9514161422361429,19.079686846324222,31.89958198061822,21.05926051613388,22.44175657637343,29.971684911409323,25.305249928642727,25.377200360894495,28.68898226803736,27.58824202110689,27.3142254145037,27.673920121537034,29.179514471666128,0.014953834590328726,0.014830048520139161,0.01450076545176174,38.869346374461,43.96045809912838,48.593630880081655,28.831196111187076,12.26457840618838,21.38728493643644,9.312781508355561,21.38728493643644,9.312781508355561,-0.04126314388860175,-0.052462743047249565,-0.07915484632085155,-0.4401490977889475,0.4134169815356099,-0.1308198158702324,0.49890375746578974,-0.46382660844515033
2014-03-26,1.0101740018712044,1.0191053454153811,1.0271979246102496,1.0163809068409175,0.9453510801495305,0.864068846756174,1.0103565990733727,1.012708197725868,1.0146106500359169,1.0176062244464026,1.016274256875357,1.0017539927939965,0.956723891952597,18.577952898231263,29.724670080857585,23.32884989392204,21.485381265033418,28.53140299978692,26.70086728867439,24.437344136358305,27.5725405453341,28.62958721217483,26.59431211357029,26.76271361223131,30.00820867755392,0.014971140893656535,0.014868709170908288,0.014558405334268089,35.61251617288505,42.26472279596532,47.391581917574,23.478210872228537,20.090648696931225,15.606882034033847,14.515075519700176,15.606882034033847,14.515075519700176,-0.05937563406683762,-0.09519398296959322,-0.12614813480491363,-0.21610526907720862,-0.18631800140088728,-0.5399339933993399,-0.33867830542245836,0.9164398764459847
2014-03-27,1.0005386902007902,1.007931841884784,1.0152454752066407,1.0080129109034226,0.9386301185756084,0.8573018154130442,1.0009665785055213,1.0029713683170578,1.0046772205212964,1.007745522206915,1.006590757259924,0.9929448543532887,0.9490647103709435,18.1120570892878,28.067058977570518,22.02790490425887,20.576824719260408,27.415927428392877,25.656959101061855,23.53508216080356,26.701905165926394,27.725574341696845,25.89839592266799,26.049030643370042,29.207977887451335,0.014589097571211436,0.01456649745547996,0.014317760714018695,45.994932531283865,46.62531171411637,49.948285189705445,41.791109360018766,31.36683878114481,26.974968541625017,21.323045170698418,26.974968541625017,21.323045170698418,-0.08698731839745386,-0.10239119557456382,-0.056205100877495806,-0.49963805584281284,-0.3788433147185314,-0.7010595903741003,-0.8399543530034401,0.354002960162747
